Pasal,Isi
Pasal 1857,"Suatu perdamaian yang diadakan oleh salah seorang yang berkepentingan, tidak mengikat orang-orang lain yang berkepentingan, dan tidak pula dapat diajukan oleh mereka untuk memperoleh hak-hak daripadanya."
Pasal 1858,"Di antara pihak-pihak yang bersangkutan, suatu perdamaian mempunyai kekuatan seperti suatu keputusan Hakim pada tingkat akhir. Perdamaian itu tidak dapat dibantah dengan alasan bahwa terjadi kekeliruan mengenai hukum atau dengan alasan bahwa salah satu pihak dirugikan."
Pasal 1859,"Namun perdamaian dapat dibatalkan bila telah terjadi suatu kekeliruan mengenai orang yang bersangkutan atau pokok perselisihan. Perdamaian dapat dibatalkan dalam segala hal, bila telah dilakukan penipuan atau paksaan."
Pasal 1860,"Begitu pula pembatalan suatu perdamaian dapat diminta, jika perdamaian itu diadakan karena kekeliruan mengenai duduknya perkara tentang suatu alas hak yang batal, kecuali bila para pihak telah mengadakan perdamaian tentang kebatalan itu dengan pernyataan tegas."
Pasal 1861,"Suatu perdamaian yang diadakan atas dasar surat-surat yang kemudian dinyatakan palsu, batal sama sekali."
Pasal 1862,"Perdamaian mengenai sengketa yang sudah diakhiri dengan suatu keputusan Hakim telah memperoleh kekuatan hukum yang pasti, namun tidak diketahui oleh kedua belah pihak atau salah satu, adalah batal."
Pasal 1863,"Jika kedua pihak telah membuat perdamaian tentang segala sesuatu yang berlaku di antara mereka, maka adanya surat-surat yang pada waktu itu tidak diketahui tetapi kemudian ditemukan, tidak dapat menjadi alasan untuk membatalkan perdamaian itu, kecuali bila surat- surat itu telah sengaja disembunyikan oleh salah satu pihak."
Pasal 1864,"Dalam suatu perdamaian, suatu kekeliruan dalam hal menghitung harus diperbaiki."
Pasal 1865,"Setiap orang yang mengaku mempunyai suatu hak, atau menunjuk suatu peristiwa untuk meneguhkan haknya itu atau untuk membantah suatu hak orang lain, wajib membuktikan adanya hak itu atau kejadian yang dikemukakan itu."
Pasal 1866,Alat pembuktian meliputi:
Pasal 1867,Pembuktian dengan tulisan dilakukan dengan tulisan otentik atau dengan tulisan di bawah tangan.
Pasal 1868,Suatu akta otentik ialah suatu akta yang dibuat dalam bentuk yang ditentukan undang-undang oleh atau dihadapan pejabat umum yang berwenang untuk itu di tempat akta itu dibuat.
Pasal 1869,"Suatu akta yang tidak dapat diperlakukan sebagai akta otentik, baik karena tidak berwenang atau tidak cakapnya pejabat umum yang bersangkutan maupun karena cacat dalam bentuknya, mempunyai kekuatan sebagai tulisan di bawah tangan bila ditandatangani oleh para pihak."
Pasal 1870,"Bagi para pihak yang berkepentingan beserta para ahli warisnya ataupun bagi orang-orang yang mendapatkan hak dari mereka, suatu akta otentik memberikan suatu bukti yang sempurna tentang apa yang termuat di dalamnya."
Pasal 1871,"Akan tetapi suatu akta otentik tidak memberikan bukti yang sempurna tentang apa yang termuat di dalamnya sebagai penuturan belaka, kecuali bila yang dituturkan itu mempunyai hubungan langsung dengan pokok isi akta."
Pasal 1872,"Jika suatu akta otentik, dalam bentuk apa pun, diduga palsu, maka pelaksanaannya dapat ditangguhkan menurut ketentuan-ketentuan Reglemen Acara Perdata."
Pasal 1873,"Persetujuan lebih lanjut dalam suatu akta tersendiri, yang bertentangan dengan akta asli hanya memberikan bukti di antara pihak yang turut serta dan para ahli warisnya atau orang-orang yang mendapatkan hak dari mereka, dan tidak dapat berlaku terhadap pihak ketiga."
Pasal 1874,"Yang dianggap sebagai tulisan di bawah tangan adalah akta yang ditandatangani di bawah tangan, surat, daftar, surat urusan rumah tangga dan tulisan-tulisan yang lain yang dibuat tanpa perantaraan seorang pejabat umum."
Pasal 1874a,"Jika pihak yang berkepentingan menghendaki, di luar hal termaksud dalam alinea kedua pasal yang lalu, pada tulisan-tulisan di bawah tangan yang ditandatangani, dapat juga diberi suatu pernyataan dari seorang Notaris atau seorang pejabat lain yang ditunjuk undang-undang, yang menyatakan bahwa si penanda tangan tersebut dikenalnya atau telah diperkenalkan kepadanya, bahwa isi akta telah dijelaskan kepada si penanda tangan, dan bahwa setelah itu penandatanganan dilakukan di hadapan pejabat tersebut."
Pasal 1875,"Suatu tulisan di bawah tangan yang diakui kebenarannya oleh orang yang dihadapkan kepadanya atau secara hukum dianggap telah dibenarkan olehnya, menimbulkan bukti lengkap seperti suatu akta otentik bagi orang-orang yang menandatanganinya, ahli warisnya serta orang-orang yang mendapat hak dari mereka; ketentuan Pasal 1871 berlaku terhadap tulisan itu."
Pasal 1876,"Barangsiapa dihadapi dengan suatu tulisan di bawah tangan oleh orang yang mengajukan tuntutan terhadapnya, wajib mengakui atau memungkiri tanda tangannya secara tegas, tetapi bagi para ahli warisnya atau orang yang mendapat hak darinya, cukuplah mereka menerangkan bahwa mereka tidak mengakui tulisan atau tanda tangan itu sebagai tulisan atau tanda tangan orang yang mereka wakili."
Pasal 1877,"Jika seseorang memungkiri tulisan atau tanda tangannya, ataupun jika para ahli warisnya atau orang yang mendapat hak daripadanya tidak mengakuinya, maka Hakim harus memerintahkan supaya kebenaran tulisan atau tanda tangan tersebut diperiksa di muka Pengadilan."
Pasal 1878,"Perikatan utang sepihak di bawah tangan untuk membayar sejumlah uang tunai atau memberikan barang yang dapat dinilai dengan suatu harga tertentu, harus ditulis seluruhnya dengan tangan si penanda tangan sendiri; setidak-tidaknya, selain tanda tangan, haruslah ditulis dengan tangan si penanda tangan sendiri suatu tanda setuju yang menyebut jumlah uang atau banyaknya barang yang terutang."
Pasal 1879,"Jika jumlah yang disebutkan dalam akta berbeda dari jumlah yang dinyatakan dalam tanda setuju, maka perikatan itu dianggap telah dibuat untuk jumlah yang paling kecil, walaupun akta beserta tanda setuju itu ditulis sendiri dengan tangan orang yang mengingatkan diri, kecuali bila dapat dibuktikan, dalam bagian mana dari keduanya telah terjadi kekeliruan."
Pasal 1880,"Akta di bawah tangan, sejauh tidak dibubuhi pernyataan sebagaimana termaksud dalam pasal 1874 alinea kedua dan dalam Pasal 1874 a, tidak mempunyai kekuatan terhadap pihak ketiga kecuali sejak hari dibubuhi pernyataan oleh seorang Notaris atau seorang pejabat lain yang ditunjuk oleh undang-undang dan dibukukan menurut aturan undang-undang atau sejak hari meninggalnya si penanda tangan atau salah seorang penanda tangan; atau sejak hari dibuktikannya adanya akta di bawah tangan itu dari akta-akta yang dibuat oleh pejabat umum; atau sejak hari diakuinya akta di bawah tangan itu secara tertulis oleh pihak ketiga yang dihadapi akta itu."
Pasal 1881,Daftar dan surat-surat urusan rumah tangga tidak memberikan bukti untuk keuntungan pembuatnya; daftar dan surat itu merupakan bukti terhadap pembuatnya:
Pasal 1882,Dihapus dengan S. 1827 - 146.
Pasal 1883,"Selama di tangan seorang kreditur, catatan-catatan yang dibubuhkan pada suatu tanda alas hak harus dipercayai, walaupun catatan-catatan itu tidak ditandatangani dan tidak diberi tanggal, bila apa yang tertulis itu merupakan suatu pembebasan terhadap debitur."
Pasal 1884,"Atas biaya sendiri, pemilik suatu tanda alas hak dapat mengajukan permintaan agar tanda alas hak itu diperbarui bila karena lamanya atau suatu alasan lain tulisannya tidak dapat dibaca lagi."
Pasal 1885,"Jika suatu tanda alas hak menjadi kepunyaan bersama beberapa orang, maka masing-masing berhak menuntut supaya tanda atas hak itu disimpan di tempat netral, dan berhak menyuluh membuat suatu salinan atau ikhtisar atas biayanya."
Pasal 1886,"Pada setiap tingkat perkara, masing-masing pihak dapat meminta kepada Hakim, supaya pihak lawannya diperintahkan menyerahkan surat-surat kepunyaan kedua belah pihak yang menyangkut hal yang sedang dipersengketakan dan berada di tangan pihak lawan."
Pasal 1887,"Tongkat-tongkat berkelar yang sesuai dengan pasangannya, jika digunakan di antara orang- orang yang biasa menggunakannya untuk membuktikan penyerahan atau penerimaan barang dalam jual beli secara kecil-kecilan."
Pasal 1888,"Kekuatan pembuktian dengan suatu tulisan terletak pada akta aslinya. Bila akta yang asli ada, maka salinan serta kutipan hanyalah dapat dipercaya sepanjang salinan serta kutipan itu sesuai dengan aslinya yang senantiasa dapat diperintahkan untuk ditunjukkan."
Pasal 1889,"Bila tanda alas hak yang asli yang sudah tidak ada lagi, maka salinannya memberikan bukti, dengan ketentuan-ketentuan sebagai berikut:"
Pasal 1890,Penyalinan suatu akta dalam daftar umum hanya dapat memberikan bukti permulaan tertulis.
Pasal 1891,"Akta pengakuan membebaskan seseorang dari kewajiban untuk menunjukkan tanda alas hak yang asli, asal dari akta itu cukup jelas isi alas hak tersebut."
Pasal 1892,"Suatu akta yang menetapkan atau menguatkan suatu perikatan yang terhadapnya dapat diajukan tuntutan untuk pembatalan atau penghapusan berdasarkan undang-undang, hanya mempunyai kekuatan hukum bila akta itu memuat isi pokok perikatan tersebut, alasan-alasan yang menyebabkan dapat dituntut pembatalannya, dan maksud untuk memperbaiki cacat-cacat yang sedianya dapat menjadi dasar tuntutan itu."
Pasal 1893,"Seorang pemberi hibah tidak dapat menghapuskan suatu cacat-cacat bentuk penghibah itu dengan membuat suatu akta pembenaran; penghibahan itu, agar sah, harus diulangi dalam bentuk yang ditentukan oleh undang-undang."
Pasal 1894,"Pembenaran, penguatan atau pelaksanaan secara sukarela suatu penghibahan oleh ahli waris atau oleh mereka yang mendapatkan hak dan pemberi hibah setelah pemberi hibah ini"
Pasal 1895,Pembuktian dengan saksi-saksi diperkenankan dalam segala hal yang tidak dikecualikan oleh undang-undang.
Pasal 1896,Dihapus dengan S. 1938 - 276.
Pasal 1897,Dihapus.
Pasal 1898,Dihapus.
Pasal 1899,Dihapus.
Pasal 1900,Dihapus dengan S. 1938 - 276.
Pasal 1901,Dihapus dengan S. 1938 - 276.
Pasal 1902,"Dalam hal undang-undang memerintahkan pembuktian dengan tulisan, diperkenankan pembuktian dengan saksi, bila ada suatu bukti permulaan tertulis, kecuali jika tiap pembuktian tidak diperkenankan selain dengan tulisan."
Pasal 1903,Dihapus dengan S. 1938 - 276.
"Pasal 1904 Dalam pembuktian dengan saksi-saksi, harus diindahkan ketentuan-ketentuan berikut.",
Pasal 1905,"Keterangan seorang saksi saja tanpa alat pembuktian lain, dalam Pengadilan tidak boleh dipercaya."
Pasal 1906,"Jika kesaksian-kesaksian berbagai orang mengenai berbagai peristiwa terlepas satu sama lain, dan masing-masing berdiri sendiri, namun menguatkan suatu peristiwa tertentu karena mempunyai kesesuaian dan hubungan satu sama lain, maka Hakim, menurut keadaan, bebas untuk memberikan kekuatan pembuktian kepada kesaksian-kesaksian yang berdiri sendiri itu."
Pasal 1907,Tiap kesaksian harus disertai keterangan tentang bagaimana saksi mengetahui kesaksiannya.
Pasal 1908,"Dalam mempertimbangkan suatu kesaksian, Hakim harus memberikan perhatian khusus; pada kesesuaian kesaksian-kesaksian satu sama lain; pada persamaan antara kesaksian-kesaksian dan apa yang diketahui dan sumber lain tentang pokok perkara; pada alasan-alasan yang kiranya telah mendorong para saksi untuk menerangkan duduknya perkara secara begini atau secara begitu; pada peri kehidupan, kesusilaan dan kedudukan para saksi; dan umumnya, ada apa saja yang mungkin ada pengaruhnya terhadap dapat tidaknya para saksi itu dipercaya."
Pasal 1909,"Semua orang yang cakap untuk menjadi saksi, wajib memberikan kesaksian di muka Hakim."
Pasal 1910,"Anggota keluarga sedarah dan semenda salah satu pihak dalam garis Iurus, dianggap tidak cakap untuk menjadi saksi; begitu pula suami atau isterinya, sekalipun setelah perceraian."
Pasal 1911,"Tiap saksi wajib bersumpah menurut agamanya, atau berjanji akan menerangkan apa yang sebenarnya."
Pasal 1912,"Orang yang belum genap lima belas tahun, orang yang berada di bawah pengampuan karena dungu, gila atau mata gelap, atau orang yang atas perintah Hakim telah dimasukkan dalam tahanan selama perkara diperiksa Pengadilan tidak dapat diterima sebagai saksi."
Pasal 1913,Dihapus dengan S. 1925 - 625.
Pasal 1914,Dihapus dengan S. 1926 - 570.
Pasal 1915,Persangkaan ialah kesimpulan yang oleh undang-undang atau oleh Hakim ditarik dari suatu peristiwa yang diketahui umum ke arah suatu peristiwa yang tidak diketahui umum.
Pasal 1916,Persangkaan yang berdasarkan undang-undang ialah persangkaan yang dihubungkan dengan perbuatan tertentu atau peristiwa tertentu berdasarkan ketentuan undang-undang.
Pasal 1917,Kekuatan suatu putusan Hakim yang telah memperoleh kekuatan hukum yang pasti hanya mengenai pokok perkara yang bersangkutan.
Pasal 1918,"Suatu putusan Hakim yang telah mempunyai kekuatan hukum yang pasti, yang menyatakan hukuman kepada seseorang yang karena suatu kejahatan atau pelanggaran dalam suatu perkara perdata, dapat diterima sebagai suatu bukti tentang perbuatan yang telah dilakukan, kecuali jika dapat dibuktikan sebaliknya."
Pasal 1919,"Jika seseorang telah dibebaskan dari tuduhan melakukan kejahatan atau pelanggaran terhadapnya, maka pembebasan tersebut tidak dapat diajukan sebagai perkara perdata ke Pengadilan untuk menangkis tuntutan ganti rugi."
Pasal 1920,"Putusan Hakim mengenai kedudukan hukum seseorang, yang dijatuhkan terhadap orang yang menurut undang-undang berwenang untuk membantah tuntutan itu, berlaku terhadap siapa pun."
Pasal 1921,"Suatu persangkaan menurut undang-undang, membebaskan orang yang diuntungkan persangkaan itu dan segala pembuktian lebih lanjut."
Pasal 1922,"Persangkaan yang tidak berdasarkan undang-undang sendiri diserahkan kepada pertimbangan dan kewaspadaan Hakim, yang dalam hal ini tidak boleh memperhatikan persangkaan- persangkaan yang lain. Persangkaan-persangkaan yang demikian hanya boleh diperhatikan, bila undang-undang mengizinkan pembuktian dengan saksi-saksi, begitu pula bila terhadap suatu perbuatan atau suatu akta diajukan suatu bantahan dengan alasan-alasan adanya itikad buruk atau penipuan."
Pasal 1923,"Pengakuan yang dikemukakan terhadap suatu pihak, ada yang diberikan dalam sidang Pengadilan dan ada yang diberikan di luar sidang Pengadilan."
Pasal 1924,Suatu pengakuan tidak boleh dipisah-pisahkan sehingga merugikan orang yang memberikannya.
Pasal 1925,"Pengakuan yang diberikan di hadapan Hakim, merupakan suatu bukti yang sempurna terhadap orang yang telah memberikannya, baik sendiri maupun dengan perantaraan seseorang yang diberi kuasa khusus untuk itu."
Pasal 1926,Suatu pengakuan yang diberikan dihadapan Hakim tidak dapat dicabut kecuali bila dibuktikan bahwa pengakuan itu diberikan akibat suatu kekeliruan mengenai peristiwa-peristiwa yang terjadi.
Pasal 1927,"Suatu pengakuan lisan yang diberikan di luar sidang pengadilan tidak dapat digunakan untuk pembuktian, kecuali dalam hal pembuktian dengan saksi-saksi diizinkan."
Pasal 1928,"Dalam hal yang disebut pada penutup pasal yang lalu, Hakimlah yang menentukan kekuatan mana yang akan diberikan kepada suatu pengakuan lisan yang dikemukakan di luar sidang pengadilan."
Pasal 1929,Ada dua macam sumpah dihadapan Hakim:
Pasal 1930,"Sumpah pemutus dapat diperintahkan dalam persengketaan apa pun juga, kecuali dalam hal kedua belah pihak tidak mengadakan suatu perdamaian atau dalam hal pengakuan mereka tidak boleh diperhatikan."
Pasal 1931,Sumpah itu hanya dapat diperintahkan untuk suatu perbuatan yang telah dilakukan sendiri oleh orang yang menggantungkan perkara pada sumpah itu.
Pasal 1932,"Barang siapa diperintahkan mengangkat sumpah tetapi enggan mengangkatnya dan enggan mengembalikannya, dan barang siapa memerintahkan pengangkatan sumpah dan enggan mengangkatnya setelah sumpah itu dikembalikan kepadanya, harus dikalahkan dalam tuntutan atau tangkisannya."
