,Pasal,Isi
1831,Pasal 1872,"Jika suatu akta otentik, dalam bentuk apa pun, diduga palsu, maka pelaksanaannya dapat ditangguhkan menurut ketentuan-ketentuan Reglemen Acara Perdata."
1832,Pasal 1873,"Persetujuan lebih lanjut dalam suatu akta tersendiri, yang bertentangan dengan akta asli hanya memberikan bukti di antara pihak yang turut serta dan para ahli warisnya atau orang-orang yang mendapatkan hak dari mereka, dan tidak dapat berlaku terhadap pihak ketiga."
1833,Pasal 1874,"Yang dianggap sebagai tulisan di bawah tangan adalah akta yang ditandatangani di bawah tangan, surat, daftar, surat urusan rumah tangga dan tulisan-tulisan yang lain yang dibuat tanpa perantaraan seorang pejabat umum."
1834,Pasal 1874a,"Jika pihak yang berkepentingan menghendaki, di luar hal termaksud dalam alinea kedua pasal yang lalu, pada tulisan-tulisan di bawah tangan yang ditandatangani, dapat juga diberi suatu pernyataan dari seorang Notaris atau seorang pejabat lain yang ditunjuk undang-undang, yang menyatakan bahwa si penanda tangan tersebut dikenalnya atau telah diperkenalkan kepadanya, bahwa isi akta telah dijelaskan kepada si penanda tangan, dan bahwa setelah itu penandatanganan dilakukan di hadapan pejabat tersebut."
1835,Pasal 1875,"Suatu tulisan di bawah tangan yang diakui kebenarannya oleh orang yang dihadapkan kepadanya atau secara hukum dianggap telah dibenarkan olehnya, menimbulkan bukti lengkap seperti suatu akta otentik bagi orang-orang yang menandatanganinya, ahli warisnya serta orang-orang yang mendapat hak dari mereka; ketentuan Pasal 1871 berlaku terhadap tulisan itu."
1836,Pasal 1876,
1837,Pasal 1877,"Jika seseorang memungkiri tulisan atau tanda tangannya, ataupun jika para ahli warisnya atau orang yang mendapat hak daripadanya tidak mengakuinya, maka Hakim harus memerintahkan supaya kebenaran tulisan atau tanda tangan tersebut diperiksa di muka Pengadilan."
1838,Pasal 1878,"Perikatan utang sepihak di bawah tangan untuk membayar sejumlah uang tunai atau memberikan barang yang dapat dinilai dengan suatu harga tertentu, harus ditulis seluruhnya dengan tangan si penanda tangan sendiri; setidak-tidaknya, selain tanda tangan, haruslah ditulis dengan tangan si penanda tangan sendiri suatu tanda setuju yang menyebut jumlah uang atau banyaknya barang yang terutang."
1839,Pasal 1879,"Jika jumlah yang disebutkan dalam akta berbeda dari jumlah yang dinyatakan dalam tanda setuju, maka perikatan itu dianggap telah dibuat untuk jumlah yang paling kecil, walaupun akta beserta tanda setuju itu ditulis sendiri dengan tangan orang yang mengingatkan diri, kecuali bila dapat dibuktikan, dalam bagian mana dari keduanya telah terjadi kekeliruan."
1840,Pasal 1880,"Akta di bawah tangan, sejauh tidak dibubuhi pernyataan sebagaimana termaksud dalam pasal 1874 alinea kedua dan dalam Pasal 1874 a, tidak mempunyai kekuatan terhadap pihak ketiga kecuali sejak hari dibubuhi pernyataan oleh seorang Notaris atau seorang pejabat lain yang ditunjuk oleh undang-undang dan dibukukan menurut aturan undang-undang atau sejak hari meninggalnya si penanda tangan atau salah seorang penanda tangan; atau sejak hari dibuktikannya adanya akta di bawah tangan itu dari akta-akta yang dibuat oleh pejabat umum; atau sejak hari diakuinya akta di bawah tangan itu secara tertulis oleh pihak ketiga yang dihadapi akta itu."
1841,Pasal 1881,Daftar dan surat-surat urusan rumah tangga tidak memberikan bukti untuk keuntungan pembuatnya; daftar dan surat itu merupakan bukti terhadap pembuatnya:
1842,Pasal 1882,Dihapus dengan S. 1827 - 146.
1843,Pasal 1883,"Selama di tangan seorang kreditur, catatan-catatan yang dibubuhkan pada suatu tanda alas hak harus dipercayai, walaupun catatan-catatan itu tidak ditandatangani dan tidak diberi tanggal, bila apa yang tertulis itu merupakan suatu pembebasan terhadap debitur."
1844,Pasal 1884,"Atas biaya sendiri, pemilik suatu tanda alas hak dapat mengajukan permintaan agar tanda alas hak itu diperbarui bila karena lamanya atau suatu alasan lain tulisannya tidak dapat dibaca lagi."
1845,Pasal 1885,"Jika suatu tanda alas hak menjadi kepunyaan bersama beberapa orang, maka masing-masing berhak menuntut supaya tanda atas hak itu disimpan di tempat netral, dan berhak menyuluh membuat suatu salinan atau ikhtisar atas biayanya."
1846,Pasal 1886,"Pada setiap tingkat perkara, masing-masing pihak dapat meminta kepada Hakim, supaya pihak lawannya diperintahkan menyerahkan surat-surat kepunyaan kedua belah pihak yang menyangkut hal yang sedang dipersengketakan dan berada di tangan pihak lawan."
1847,Pasal 1887,"Tongkat-tongkat berkelar yang sesuai dengan pasangannya, jika digunakan di antara orang- orang yang biasa menggunakannya untuk membuktikan penyerahan atau penerimaan barang dalam jual beli secara kecil-kecilan."
1848,Pasal 1888,"Kekuatan pembuktian dengan suatu tulisan terletak pada akta aslinya. Bila akta yang asli ada, maka salinan serta kutipan hanyalah dapat dipercaya sepanjang salinan serta kutipan itu sesuai dengan aslinya yang senantiasa dapat diperintahkan untuk ditunjukkan."
1849,Pasal 1889,"Bila tanda alas hak yang asli yang sudah tidak ada lagi, maka salinannya memberikan bukti, dengan ketentuan-ketentuan sebagai berikut:"
1850,Pasal 1890,Penyalinan suatu akta dalam daftar umum hanya dapat memberikan bukti permulaan tertulis.
1851,Pasal 1891,"Akta pengakuan membebaskan seseorang dari kewajiban untuk menunjukkan tanda alas hak yang asli, asal dari akta itu cukup jelas isi alas hak tersebut."
1852,Pasal 1892,"Suatu akta yang menetapkan atau menguatkan suatu perikatan yang terhadapnya dapat diajukan tuntutan untuk pembatalan atau penghapusan berdasarkan undang-undang, hanya mempunyai kekuatan hukum bila akta itu memuat isi pokok perikatan tersebut, alasan-alasan yang menyebabkan dapat dituntut pembatalannya, dan maksud untuk memperbaiki cacat-cacat yang sedianya dapat menjadi dasar tuntutan itu."
1853,Pasal 1893,"Seorang pemberi hibah tidak dapat menghapuskan suatu cacat-cacat bentuk penghibah itu dengan membuat suatu akta pembenaran; penghibahan itu, agar sah, harus diulangi dalam bentuk yang ditentukan oleh undang-undang."
1854,Pasal 1894,"Pembenaran, penguatan atau pelaksanaan secara sukarela suatu penghibahan oleh ahli waris atau oleh mereka yang mendapatkan hak dan pemberi hibah setelah pemberi hibah ini"
1855,Pasal 1895,Pembuktian dengan saksi-saksi diperkenankan dalam segala hal yang tidak dikecualikan oleh undang-undang.
1856,Pasal 1896,Dihapus dengan S. 1938 - 276.
1857,Pasal 1897,Dihapus.
1858,Pasal 1898,Dihapus.
1859,Pasal 1899,Dihapus.
1860,Pasal 1900,Dihapus dengan S. 1938 - 276.
1861,Pasal 1901,Dihapus dengan S. 1938 - 276.
1862,Pasal 1902,"Dalam hal undang-undang memerintahkan pembuktian dengan tulisan, diperkenankan pembuktian dengan saksi, bila ada suatu bukti permulaan tertulis, kecuali jika tiap pembuktian tidak diperkenankan selain dengan tulisan."
1863,Pasal 1903,Dihapus dengan S. 1938 - 276.
1864,"Pasal 1904 Dalam pembuktian dengan saksi-saksi, harus diindahkan ketentuan-ketentuan berikut.",
1865,Pasal 1905,"Keterangan seorang saksi saja tanpa alat pembuktian lain, dalam Pengadilan tidak boleh dipercaya."
1866,Pasal 1906,"Jika kesaksian-kesaksian berbagai orang mengenai berbagai peristiwa terlepas satu sama lain, dan masing-masing berdiri sendiri, namun menguatkan suatu peristiwa tertentu karena mempunyai kesesuaian dan hubungan satu sama lain, maka Hakim, menurut keadaan, bebas untuk memberikan kekuatan pembuktian kepada kesaksian-kesaksian yang berdiri sendiri itu."
1867,Pasal 1907,Tiap kesaksian harus disertai keterangan tentang bagaimana saksi mengetahui kesaksiannya.
1868,Pasal 1908,"Dalam mempertimbangkan suatu kesaksian, Hakim harus memberikan perhatian khusus; pada kesesuaian kesaksian-kesaksian satu sama lain; pada persamaan antara kesaksian-kesaksian dan apa yang diketahui dan sumber lain tentang pokok perkara; pada alasan-alasan yang kiranya telah mendorong para saksi untuk menerangkan duduknya perkara secara begini atau secara begitu; pada peri kehidupan, kesusilaan dan kedudukan para saksi; dan umumnya, ada apa saja yang mungkin ada pengaruhnya terhadap dapat tidaknya para saksi itu dipercaya."
1869,Pasal 1909,"Semua orang yang cakap untuk menjadi saksi, wajib memberikan kesaksian di muka Hakim."
1870,Pasal 1910,"Anggota keluarga sedarah dan semenda salah satu pihak dalam garis Iurus, dianggap tidak cakap untuk menjadi saksi; begitu pula suami atau isterinya, sekalipun setelah perceraian."
1871,Pasal 1911,"Tiap saksi wajib bersumpah menurut agamanya, atau berjanji akan menerangkan apa yang sebenarnya."
1872,Pasal 1912,"Orang yang belum genap lima belas tahun, orang yang berada di bawah pengampuan karena dungu, gila atau mata gelap, atau orang yang atas perintah Hakim telah dimasukkan dalam tahanan selama perkara diperiksa Pengadilan tidak dapat diterima sebagai saksi."
1873,Pasal 1913,Dihapus dengan S. 1925 - 625.
1874,Pasal 1914,Dihapus dengan S. 1926 - 570.
1875,Pasal 1915,Persangkaan ialah kesimpulan yang oleh undang-undang atau oleh Hakim ditarik dari suatu peristiwa yang diketahui umum ke arah suatu peristiwa yang tidak diketahui umum.
1876,Pasal 1916,Persangkaan yang berdasarkan undang-undang ialah persangkaan yang dihubungkan dengan perbuatan tertentu atau peristiwa tertentu berdasarkan ketentuan undang-undang.
1877,Pasal 1917,Kekuatan suatu putusan Hakim yang telah memperoleh kekuatan hukum yang pasti hanya mengenai pokok perkara yang bersangkutan.
1878,Pasal 1918,"Suatu putusan Hakim yang telah mempunyai kekuatan hukum yang pasti, yang menyatakan hukuman kepada seseorang yang karena suatu kejahatan atau pelanggaran dalam suatu perkara perdata, dapat diterima sebagai suatu bukti tentang perbuatan yang telah dilakukan, kecuali jika dapat dibuktikan sebaliknya."
1879,Pasal 1919,"Jika seseorang telah dibebaskan dari tuduhan melakukan kejahatan atau pelanggaran terhadapnya, maka pembebasan tersebut tidak dapat diajukan sebagai perkara perdata ke Pengadilan untuk menangkis tuntutan ganti rugi."
1880,Pasal 1920,"Putusan Hakim mengenai kedudukan hukum seseorang, yang dijatuhkan terhadap orang yang menurut undang-undang berwenang untuk membantah tuntutan itu, berlaku terhadap siapa pun."
1881,Pasal 1921,"Suatu persangkaan menurut undang-undang, membebaskan orang yang diuntungkan persangkaan itu dan segala pembuktian lebih lanjut."
1882,Pasal 1922,
1883,Pasal 1923,"Pengakuan yang dikemukakan terhadap suatu pihak, ada yang diberikan dalam sidang Pengadilan dan ada yang diberikan di luar sidang Pengadilan."
1884,Pasal 1924,Suatu pengakuan tidak boleh dipisah-pisahkan sehingga merugikan orang yang memberikannya.
1885,Pasal 1925,"Pengakuan yang diberikan di hadapan Hakim, merupakan suatu bukti yang sempurna terhadap orang yang telah memberikannya, baik sendiri maupun dengan perantaraan seseorang yang diberi kuasa khusus untuk itu."
1886,Pasal 1926,Suatu pengakuan yang diberikan dihadapan Hakim tidak dapat dicabut kecuali bila dibuktikan bahwa pengakuan itu diberikan akibat suatu kekeliruan mengenai peristiwa-peristiwa yang terjadi.
1887,Pasal 1927,"Suatu pengakuan lisan yang diberikan di luar sidang pengadilan tidak dapat digunakan untuk pembuktian, kecuali dalam hal pembuktian dengan saksi-saksi diizinkan."
1888,Pasal 1928,"Dalam hal yang disebut pada penutup pasal yang lalu, Hakimlah yang menentukan kekuatan mana yang akan diberikan kepada suatu pengakuan lisan yang dikemukakan di luar sidang pengadilan."
1889,Pasal 1929,Ada dua macam sumpah dihadapan Hakim:
1890,Pasal 1930,"Sumpah pemutus dapat diperintahkan dalam persengketaan apa pun juga, kecuali dalam hal kedua belah pihak tidak mengadakan suatu perdamaian atau dalam hal pengakuan mereka tidak boleh diperhatikan."
1891,Pasal 1931,Sumpah itu hanya dapat diperintahkan untuk suatu perbuatan yang telah dilakukan sendiri oleh orang yang menggantungkan perkara pada sumpah itu.
1892,Pasal 1932,"Barang siapa diperintahkan mengangkat sumpah tetapi enggan mengangkatnya dan enggan mengembalikannya, dan barang siapa memerintahkan pengangkatan sumpah dan enggan mengangkatnya setelah sumpah itu dikembalikan kepadanya, harus dikalahkan dalam tuntutan atau tangkisannya."
1893,Pasal 1933,"bila perbuatan yang harus dikuatkan dengan sumpah itu bukan perbuatan kedua belah pihak, melainkan hanya perbuatan pihak yang menggantungkan pemutusan perkara pada sumpah itu, maka sumpah tidak dapat dikembalikan."
1894,Pasal 1934,"Tiada sumpah yang dapat diperintahkan, dikembalikan atau diterima, selain oleh pihak yang berperkara sendiri atau oleh orang yang diberi kuasa khusus untuk itu."
1895,Pasal 1935,"Barang siapa telah memerintahkan atau mengembalikan sumpah, tidak dapat mengembalikan perbuatannya itu, jika pihak lawan sudah mengatakannya bersedia mengangkatnya."
1896,Pasal 1936,
1897,Pasal 1937,"Sumpah tidak memberikan bukti selain untuk keuntungan atau untuk kerugian orang yang telah memerintahkan atau mengembalikannya, serta para ahli warisnya atau orang-orang yang mendapat hak dari mereka."
1898,Pasal 1938,"Namun demikian, dalam suatu perikatan tanggung-menanggung, seorang debitur yang diperintahkan bersumpah oleh salah seorang kreditur dan mengangkat sumpahnya, hanya dibebaskan untuk jumlah yang tidak lebih daripada bagian kreditur tersebut. Sumpah yang diangkat oleh debitur utama, membebaskan para penanggung utang."
1899,Pasal 1939,"Sumpah yang diangkat oleh salah seorang debitur utama menguntungkan orang-orang yang turut berutang, sedangkan sumpah yang diangkat oleh penanggung utang menguntungkan debitur utama, jika dalam kedua hal tersebut sumpah itu telah diperintahkan atau dikembalikan, tetapi hanya mengenai utang itu sendiri, dan bukan mengenai pokok perikatan tanggung-menanggung atau penanggungnya."
1900,Pasal 1940,"Hakim, karena jabatannya, dapat memerintahkan salah satu pihak yang berperkara untuk mengangkat sumpah, supaya dengan sumpah itu dapat diputuskan perkara itu atau dapat ditentukan jumlah uang yang dikabulkan."
1901,Pasal 1941,"Ia dapat berbuat demikian, hanya dalam dua hal:"
1902,Pasal 1942,"Sumpah untuk menetapkan harga barang yang dituntut tidak dapat diperintahkan oleh Hakim kepada penggugat, kecuali bila harga itu tidak dapat ditentukan dengan cara apapun juga selain dengan sumpah."
1903,Pasal 1943,"Sumpah yang diperintahkan Hakim kepada salah satu pihak yang berperkara, tak dapat dikembalikan oleh pihak ini kepada pihak lawannya."
1904,Pasal 1944,"Sumpah harus diangkat dihadapan Hakim yang memeriksa perkaranya. Jika ada suatu halangan yang sah yang menyebabkan hal ini tidak dapat dilaksanakan, maka majelis Pengadilan dapat mengusahakan salah seorang Hakim anggotanya agar pergi ke rumah atau tempat kediaman orang yang harus mengangkat sumpah untuk mengambil sumpahnya."
1905,Pasal 1945,Jika sumpah harus diangkat sendiri.
1906,Pasal 1947,Seseorang tidak boleh melepaskan lewat waktu sebelum tiba waktunya tetapi boleh melepaskan suatu lewat waktu yang telah diperolehnya.
1907,Pasal 1948,Pelepasan lewat waktu dapat dilakukan secara tegas atau secara diam-diam. Pelepasan secara diam-diam disimpulkan dari suatu perbuatan yang menimbulkan dugaan bahwa seseorang tidak hendak menggunakan suatu hak yang telah diperolehnya.
1908,Pasal 1949,"Barangsiapa tidak diperbolehkan memindahtangankan sesuatu, juga tidak boleh melepaskan lewat waktu diperolehnya."
1909,Pasal 1950,"Hakim, karena jabatannya, tidak boleh mempergunakan lewat waktu."
1910,Pasal 1951,"Pada setiap tingkat pemeriksaan perkara, dapat diajukan adanya lewat waktu, bahkan pada tingkat banding pun."
1911,Pasal 1952,Kreditur atau orang lain yang berkepentingan dapat melawan pelepasan lewat waktu yang dilakukan oleh debitur yang secara curang bermaksud mengurangi hak kreditur atau orang yang lain tersebut.
1912,Pasal 1953,Seseorang tidak dapat menggunakan lewat waktu untuk memperoleh hak milik atas barang- barang yang tidak beredar dalam perdagangan.
1913,Pasal 1954,"Pemerintah yang mewakili negara, Kepala Pemerintahan Daerah yang bertindak dalam jabatannya, dan lembaga-lembaga umum, tunduk pada lewat waktu sama seperti orang perseorangan, dan dapat menggunakannya dengan cara yang sama."
